original_title,genres,popularity,vote_average,vote_count,runtime,release_year
Life of Brian,Comedy,1.465088,7.5,716,94,1979
Beneath the Valley of the Ultra-Vixens,Comedy,1.39491,5.0,12,93,1979
The Warriors,Action|Adventure|Crime|Drama|Thriller,1.119476,7.0,206,93,1979
Rocky II,Drama,1.049233,6.8,504,119,1979
Caligola,Drama|History|Romance,0.973049,5.3,65,156,1979
Manhattan,Comedy|Drama|Romance,0.96139,7.7,310,96,1979
Phantasm,Horror|Science Fiction,0.794667,6.1,50,89,1979
Hair,Drama|Comedy|History|Music,0.683837,7.0,59,121,1979
The Amityville Horror,Drama|Horror|Thriller,0.593218,6.2,81,117,1979
Escape from Alcatraz,Crime|Drama,0.567776,7.1,273,111,1979
All That Jazz,Drama|Music,0.550722,6.8,42,123,1979
Nosferatu: Phantom der Nacht,Drama|Horror,0.517874,7.3,55,107,1979
The Black Hole,Adventure|Family|Science Fiction|Action,0.516927,5.8,54,98,1979
Being There,Comedy|Drama,0.498186,7.6,89,130,1979
Meatballs,Comedy,0.474093,5.6,37,92,1979
The Villain,Comedy|Western,0.473733,5.9,21,89,1979
Salem's Lot,Mystery|Horror|Thriller,0.431672,5.9,60,184,1979
The Concorde... Airport '79,Action|Drama|Thriller,0.426947,4.7,23,123,1979
Kramer vs. Kramer,Drama,0.416453,7.3,240,105,1979
The China Syndrome,Thriller|Drama,0.411419,6.0,35,122,1979
The Jerk,Comedy,0.516572,7.0,136,94,1979
1941,Action|Comedy,0.387797,5.4,62,113,1979
...And Justice for All,Crime|Drama|Mystery|Thriller,0.360116,6.7,48,119,1979
Time After Time,Adventure|Drama|Comedy|Science Fiction|Thriller,0.315247,6.4,29,112,1979
Breaking Away,Drama|Comedy,0.307429,7.2,34,100,1979
Quadrophenia,Drama|Music,0.26707,7.3,30,120,1979
Tess,Drama|Romance,0.26324,6.4,33,171,1979
The Frisco Kid,Western|Comedy,0.262123,5.9,16,114,1979
The First Great Train Robbery,Thriller|Adventure|Drama|Crime,0.255216,6.3,38,110,1979
10,Comedy|Romance,0.24539,5.3,27,122,1979
The Black Stallion,Adventure|Family,0.159632,6.8,28,118,1979
The Electric Horseman,Drama|Comedy|Western|Romance,0.151386,4.8,11,122,1979
The Bugs Bunny/Road Runner Movie,Comedy|Animation|Family,0.147473,6.0,10,98,1979
All Quiet on the Western Front,Drama|History|War,0.195559,6.1,19,150,1979
The Apple Dumpling Gang Rides Again,Comedy|Family|Western,0.141546,6.7,10,88,1979
Meteor,Action|Science Fiction|Thriller,0.189906,4.5,14,107,1979
Scum,Crime|Drama,0.178663,7.1,11,98,1979
Hardcore,Crime|Drama|Thriller,0.167108,6.1,16,109,1979
Hanover Street,Drama|Romance|War,0.16432,5.5,10,109,1979
Love at First Bite,Romance|Comedy|Horror,0.216684,6.0,13,96,1979
The Brood,Horror|Thriller|Science Fiction,0.16016,6.1,47,92,1979
Stridulum,Science Fiction|Horror,0.15896,3.0,11,108,1979
Richard Pryor: Live in Concert,Comedy,0.127707,7.0,14,78,1979
When a Stranger Calls,Horror|Thriller,0.125888,6.0,16,97,1979
The Onion Field,Crime|Drama,0.11276,5.1,10,122,1979
The Wanderers,Drama,0.110767,7.5,14,117,1979
Over the Edge,Crime|Drama,0.226122,7.1,12,95,1979
Tourist Trap,Horror|Mystery|Thriller,0.077321,6.9,24,90,1979
Rock 'n' Roll High School,Comedy|Music,0.386843,6.2,17,93,1979
Norma Rae,Drama,0.058087,5.8,13,110,1979
Dracula,Horror|Romance,0.032098,6.1,19,109,1979
The Champ,Drama|Family,0.019263,7.1,12,121,1979
The Terminator,Action|Thriller|Science Fiction,4.831966,7.1,2692,108,1984
Indiana Jones and the Temple of Doom,Adventure|Action,2.556799,6.9,1735,118,1984
Ghostbusters,Fantasy|Action|Comedy|Science Fiction|Family,2.484654,7.2,1383,107,1984
Gremlins,Fantasy|Horror|Comedy,2.464803,6.8,844,106,1984
The Neverending Story,Drama|Family|Fantasy|Adventure,2.183891,6.8,484,102,1984
Beverly Hills Cop,Action|Comedy|Crime,2.108338,6.5,535,105,1984
Once Upon a Time in America,Drama|Crime,1.689163,7.9,562,229,1984
Amadeus,Drama|History|Music,1.682283,7.5,560,160,1984
The Karate Kid,Drama,1.508112,6.7,475,126,1984
A Nightmare on Elm Street,Horror,1.331432,7.1,625,91,1984
Conan the Destroyer,Adventure|Fantasy|Action,1.247659,5.9,193,103,1984
2010,Thriller|Science Fiction,1.077574,6.4,156,116,1984
Dune,Action|Science Fiction|Adventure,1.020675,6.5,294,137,1984
Romancing the Stone,Action|Adventure|Comedy|Romance,0.991867,6.3,245,106,1984
Police Academy,Comedy|Crime,0.9739,6.3,270,96,1984
Red Dawn,Action|Thriller,0.938766,6.5,110,114,1984
Star Trek III: The Search for Spock,Science Fiction|Action|Adventure|Thriller,0.82288,6.1,239,105,1984
Moscow on the Hudson,Comedy|Drama|Romance,0.822696,6.0,24,115,1984
Footloose,Drama|Family|Music|Romance,0.791148,6.0,282,107,1984
Friday the 13th: The Final Chapter,Horror|Thriller,0.747792,5.7,100,91,1984
Repo Man,Comedy|Drama|Science Fiction,0.742001,6.3,54,92,1984
Nineteen Eighty-Four,Drama|Romance|Science Fiction,0.725581,6.5,135,113,1984
Supergirl,Adventure|Fantasy|Action|Science Fiction,0.700606,4.0,44,124,1984
The Adventures of Andr̩ and Wally B.,Animation,0.647261,5.3,32,2,1984
Starman,Action|Adventure|Drama|Romance|Science Fiction,0.637446,6.3,91,115,1984
Bachelor Party,Comedy,0.633247,5.9,67,105,1984
This Is Spinal Tap,Comedy|Music,0.627167,7.5,185,82,1984
Tightrope,Mystery|Thriller|Crime|Drama,0.616491,6.0,27,115,1984
Cheech & Chong's The Corsican Brothers,Comedy,0.60906,4.4,10,82,1984
Sixteen Candles,Comedy|Romance,0.606839,6.7,223,93,1984
The Killing Fields,War|Drama|History,0.603541,7.2,78,141,1984
Night of the Comet,Action|Comedy|Horror|Science Fiction|Thriller,0.590922,5.7,36,95,1984
The Woman in Red,Comedy|Romance,0.5779,6.0,40,87,1984
The Ewok Adventure,Adventure|Science Fiction,0.561034,5.8,34,96,1984
The Last Starfighter,Adventure|Science Fiction|Action,0.550313,6.1,101,101,1984
A Christmas Carol,TV Movie|Fantasy|Drama|Comedy|Family,0.542315,6.6,29,100,1984
Sheena,Adventure|Fantasy|Action|Comedy|Science Fiction,0.539505,4.8,10,117,1984
Blood Simple,Crime|Drama|Thriller,0.538135,7.0,128,97,1984
Splash,Comedy|Fantasy|Romance,0.524253,6.1,147,111,1984
"Paris, Texas",Drama,0.518436,7.4,146,147,1984
Body Double,Mystery|Thriller,0.517691,6.1,58,114,1984
The Adventures of Buckaroo Banzai Across the 8th Dimension,Comedy|Science Fiction,0.511499,6.2,47,103,1984
City Heat,Action|Comedy|Crime,0.504848,5.2,24,93,1984
Dreamscape,Adventure|Horror|Science Fiction|Thriller,0.495575,5.8,23,99,1984
The Bounty,Action|Drama|History,0.493364,6.0,50,132,1984
The Cotton Club,Music|Drama|Crime|Romance,0.491888,6.1,37,127,1984
Trancers,Horror|Science Fiction|Crime,0.468552,5.6,15,77,1984
The Muppets Take Manhattan,Romance|Comedy|Family,0.46568,6.1,52,94,1984
Top Secret!,Comedy,0.44653,6.8,117,90,1984
Against All Odds,Action|Adventure|Crime|Drama|Mystery,0.378244,5.4,14,128,1984
Blame It on Rio,Comedy|Romance,0.375305,6.1,19,100,1984
Stranger Than Paradise,Comedy|Drama,0.26516,6.9,51,89,1984
"Greystoke: The Legend of Tarzan, Lord of the Apes",Adventure|Drama|Action|Romance,0.368967,6.2,54,143,1984
Birdy,Drama|History,0.367854,6.8,49,120,1984
Purple Rain,Drama|Music|Romance,0.367406,6.9,39,111,1984
Falling in Love,Drama|Romance,0.362732,6.0,29,102,1984
Missing in Action,Action|Adventure|Thriller|War,0.36224,5.1,50,101,1984
All of Me,Fantasy|Comedy|Science Fiction|Romance,0.354864,6.2,34,93,1984
The Natural,Drama,0.351379,6.8,74,137,1984
Revenge of the Nerds,Comedy,0.343859,6.6,82,90,1984
Children of the Corn,Drama|Fantasy|Horror|Thriller,0.361782,5.6,106,93,1984
Frankenweenie,Comedy|Family,0.342336,6.6,53,29,1984
The Toxic Avenger,Science Fiction|Action|Comedy|Horror,0.335414,6.2,51,82,1984
The Hills Have Eyes Part II,Horror,0.333174,4.1,14,86,1984
A Passage to India,Drama|Adventure|History,0.329484,6.7,23,163,1984
Streets of Fire,Action|Thriller|Music,0.297597,6.7,48,93,1984
Stop Making Sense,Documentary|Music,0.283191,8.4,23,88,1984
Savage Streets,Horror|Action|Crime|Thriller,0.282143,6.2,18,92,1984
Cloak & Dagger,Adventure|Action|Family,0.274845,6.1,20,101,1984
Johnny Dangerously,Action|Comedy|Thriller|Crime,0.263961,6.5,21,90,1984
Cannonball Run II,Action|Adventure|Comedy,0.263945,5.6,37,108,1984
Breakin',Music,0.263651,5.5,11,90,1984
Rhinestone,Comedy,0.263077,5.3,15,111,1984
Crimes of Passion,Drama|Thriller|Romance,0.262738,6.3,15,112,1984
Breakin' 2: Electric Boogaloo,Drama|Music,0.187368,5.6,10,94,1984
"Silent Night, Deadly Night",Thriller|Horror,0.243301,4.9,31,79,1984
Suburbia,Drama|Music,0.238873,5.9,10,94,1984
Hot Dog... The Movie,Comedy,0.229117,4.4,12,96,1984
The Philadelphia Experiment,Adventure|Drama|Fantasy|Romance|Science Fiction,0.227768,5.8,49,102,1984
Tank,Action|Adventure|Comedy|Drama|Thriller,0.222379,6.0,15,113,1984
A Soldier's Story,Drama|Mystery|War,0.215846,5.6,25,101,1984
Firestarter,Fantasy|Drama|Horror|Action|Thriller,0.21068,5.9,68,114,1984
Threads,Drama|Science Fiction,0.210297,6.3,13,112,1984
Bolero,Drama|Romance,0.204093,4.5,10,105,1984
Rats - Notte di terrore,Horror|Science Fiction,0.198438,4.4,11,97,1984
Runaway,Thriller|Crime|Science Fiction,0.190287,4.7,31,100,1984
C.H.U.D.,Horror|Science Fiction,0.197425,4.5,22,88,1984
Ghoulies,Comedy|Horror|Fantasy,0.177006,3.6,22,81,1984
Places in the Heart,Drama|Family,0.212188,5.7,13,111,1984
Best Defense,Action|Comedy,0.174241,3.8,10,94,1984
The Pope of Greenwich Village,Drama|Action|Comedy|Crime,0.204824,5.9,13,121,1984
Airwolf: The Movie,Adventure|Action|Thriller|Science Fiction,0.154225,4.9,12,85,1984
The Ice Pirates,Action|Science Fiction|Comedy,0.202992,5.0,22,91,1984
Razorback,Horror,0.140026,5.6,13,95,1984
The Lonely Guy,Comedy|Romance,0.059713,6.2,13,90,1984
Forbrydelsens element,Crime|Drama|Science Fiction|Thriller,0.136618,5.7,15,104,1984
Broadway Danny Rose,Comedy,0.13399,6.6,41,84,1984
Gwendoline,Adventure|Fantasy|Thriller,0.133098,3.9,11,88,1984
Ninja III: The Domination,Horror|Action,0.127192,4.8,10,92,1984
The Times of Harvey Milk,Documentary,0.125596,6.3,11,90,1984
Beat Street,Music|Family|Drama,0.118258,6.5,11,105,1984
Electric Dreams,Comedy,0.109048,5.6,11,95,1984
The Hit,Drama|Action|Thriller|Crime,0.08784,6.3,13,98,1984
Under the Volcano,Drama,0.082235,6.4,11,112,1984
The Company of Wolves,Fantasy|Horror|Science Fiction,0.064133,6.6,14,95,1984
Return of the Jedi,Adventure|Action|Science Fiction,4.828854,7.8,3101,135,1983
Scarface,Action|Crime|Drama|Thriller,3.178818,7.8,1741,170,1983
Never Say Never Again,Adventure|Action|Thriller,1.774018,5.8,183,134,1983
Octopussy,Adventure|Action|Thriller,1.575742,5.9,289,131,1983
A Christmas Story,Comedy|Family,1.494805,7.1,186,94,1983
Superman III,Comedy|Action|Adventure|Fantasy|Science Fiction,1.263139,4.7,239,125,1983
Trading Places,Comedy|Drama,1.115139,6.9,353,116,1983
WarGames,Thriller|Science Fiction,1.106471,6.8,257,114,1983
National Lampoon's Vacation,Comedy|Adventure|Romance,1.0684,6.9,201,98,1983
Jaws 3,Horror,1.065331,4.2,124,99,1983
The Meaning of Life,Comedy,0.941118,6.9,293,107,1983
Terms of Endearment,Drama|Comedy,0.807201,6.3,74,132,1983
Private School,Comedy|Romance,0.772972,4.5,12,89,1983
Sudden Impact,Action|Crime|Thriller,0.771263,6.6,78,117,1983
Risky Business,Comedy|Romance,0.699455,6.3,164,98,1983
The Right Stuff,Drama|History,0.675753,7.2,120,193,1983
Breathless,Action|Drama|Romance|Thriller,0.65591,5.8,32,100,1983
Yellowbeard,Comedy|Adventure,0.598749,5.9,18,96,1983
Mickey's Christmas Carol,Family|Animation,0.592219,7.4,89,26,1983
Still Smokin,Comedy,0.589232,5.3,12,91,1983
The Hunger,Horror|Thriller|Romance,0.575668,6.5,47,97,1983
Christine,Mystery|Drama|Horror|Thriller,0.560348,6.4,176,110,1983
The Outsiders,Crime|Drama,0.554917,6.8,134,91,1983
Porky's II: The Next Day,Comedy,0.543688,4.9,25,98,1983
Under Fire,War|Drama,0.513391,7.2,16,128,1983
The Man with Two Brains,Comedy|Romance|Science Fiction,0.504901,5.9,50,93,1983
The Day After,Science Fiction|Drama,0.4887,6.7,39,127,1983
Cujo,Horror|Thriller,0.485585,5.8,73,91,1983
Yentl,Music|Drama|Romance,0.478476,6.2,28,132,1983
Blue Thunder,Science Fiction|Action|Thriller|Crime|Drama,0.465858,5.8,50,109,1983
The Dead Zone,Thriller|Horror|Science Fiction,0.449475,6.5,128,103,1983
Valley Girl,Comedy|Romance,0.419263,5.9,27,99,1983
All the Right Moves,Romance|Drama,0.39276,5.3,37,91,1983
Zelig,Comedy,0.388667,7.1,73,79,1983
Gorky Park,Thriller|Crime|Drama,0.373977,6.2,21,128,1983
Screwballs,Comedy,0.363044,5.2,12,80,1983
Flashdance,Drama|Music|Romance,0.343668,6.1,149,95,1983
Silkwood,Drama|Thriller,0.34109,6.2,29,131,1983
Curse of the Pink Panther,Comedy,0.453516,4.3,13,109,1983
Smokey and the Bandit Part 3,Action|Comedy|Crime,0.336573,4.8,22,85,1983
Amityville 3-D,Horror|Thriller,0.336525,3.9,15,105,1983
Twilight Zone: The Movie,Drama|Fantasy|Horror|Science Fiction|Thriller,0.323585,6.0,63,101,1983
To Be or Not to Be,Comedy,0.316785,7.2,25,107,1983
Educating Rita,Drama|Comedy|Romance,0.316098,5.2,20,110,1983
Krull,Fantasy|Action|Adventure,0.31152,5.8,52,117,1983
Rumble Fish,Action|Adventure|Crime|Drama|Romance,0.311401,6.3,60,94,1983
Staying Alive,Drama|Action|Music|Romance,0.307082,4.8,46,93,1983
Lone Wolf McQuade,Action|Thriller|Drama|Western|Crime,0.290596,5.2,27,107,1983
The Big Chill,Comedy|Drama,0.288819,6.3,50,105,1983
Psycho II,Horror|Mystery|Thriller,0.277865,6.0,43,113,1983
Losin' It,Comedy,0.258294,4.5,13,100,1983
V,Drama|Science Fiction|Action|Adventure,0.252755,6.5,19,197,1983
Videodrome,Horror|Mystery|Science Fiction,0.252008,6.8,180,87,1983
Two of a Kind,Fantasy|Comedy|Science Fiction|Romance,0.226247,4.8,12,88,1983
The Osterman Weekend,Action|Drama|Thriller,0.218042,6.1,18,103,1983
Deathstalker,Action|Fantasy,0.210827,3.8,10,80,1983
Michael Jackson's Thriller,Horror|Music,0.206849,8.1,30,13,1983
Local Hero,Comedy|Drama,0.206705,7.3,29,111,1983
Never Cry Wolf,Action|Adventure|Drama,0.204069,6.1,12,105,1983
Fire and Ice,Animation|Fantasy|Science Fiction,0.196581,6.1,20,81,1983
Rock & Rule,Action|Adventure|Animation|Fantasy|Science Fiction,0.195539,6.1,14,77,1983
The Star Chamber,Action|Crime|Drama|Thriller,0.558139,5.1,15,109,1983
Bad Boys,Crime|Drama|Thriller,0.17219,6.2,28,104,1983
Brainstorm,Science Fiction|Thriller,0.254523,6.2,28,106,1983
Class,Comedy|Drama,0.4302,6.4,17,98,1983
Strange Brew,Comedy,0.161325,5.7,25,90,1983
Acqua e sapone,Drama|Family,0.00212,6.1,21,109,1983
The Keep,Drama|Foreign|Horror,0.148192,5.3,16,96,1983
Eddie and the Cruisers,Drama|Music,0.147092,6.9,17,95,1983
Mr. Mom,Comedy|Drama|Family,0.146497,6.1,31,91,1983
BMX Bandits,Adventure|Crime|Drama,0.136046,7.0,13,88,1983
Something Wicked This Way Comes,Fantasy|Mystery|Thriller,0.194675,6.3,16,95,1983
Sleepaway Camp,Horror,0.384958,6.3,42,85,1983
Meantime,TV Movie|Comedy|Drama,0.075367,5.5,11,102,1983
The House on Sorority Row,Horror|Mystery|Thriller,0.089401,5.5,11,91,1983
Metalstorm: The Destruction of Jared-Syn,Fantasy|Science Fiction,0.085136,2.7,10,84,1983
Hercules,Action|Fantasy,0.095316,3.1,10,98,1983
Uncommon Valor,Action|Adventure|Drama|Thriller,0.072379,6.1,20,105,1983
Eddie Murphy: Delirious,Comedy,0.029945,7.3,65,69,1983
Spacehunter: Adventures in the Forbidden Zone,Adventure|Science Fiction,0.015727,5.1,17,90,1983
Se7en,Crime|Mystery|Thriller,4.765359,7.9,3535,127,1995
Toy Story,Animation|Comedy|Family,4.282462,7.5,3141,81,1995
The Usual Suspects,Drama|Crime|Thriller,3.440238,8.0,1942,106,1995
Braveheart,Action|Drama|History|War,2.533323,7.5,2205,177,1995
GoldenEye,Adventure|Action|Thriller,2.440099,6.4,741,130,1995
Jumanji,Adventure|Fantasy|Family,2.245837,6.6,1105,104,1995
Die Hard: With a Vengeance,Action|Thriller,2.230236,6.7,1358,128,1995
Species,Science Fiction|Horror|Action,2.216699,5.2,225,108,1995
Twelve Monkeys,Science Fiction|Thriller|Mystery,2.206907,7.2,1439,129,1995
Apollo 13,Drama,2.191608,7.1,1002,140,1995
Bad Boys,Adventure|Drama|Action|Comedy|Thriller,1.964673,6.4,1134,118,1995
Pocahontas,Adventure|Animation|Drama|Family,1.913274,6.6,795,81,1995
Heat,Action|Crime|Drama|Thriller,1.847583,7.5,1104,171,1995
Before Sunrise,Drama|Romance,1.706784,7.6,554,105,1995
Judge Dredd,Science Fiction,1.649077,5.2,339,96,1995
Batman Forever,Science Fiction|Fantasy|Action|Crime,1.59374,5.2,868,121,1995
Casino,Drama|Crime,1.552666,7.6,699,178,1995
Clueless,Drama|Comedy|Romance,1.441055,6.9,443,97,1995
Babe,Fantasy|Drama|Comedy|Family,1.357131,5.9,387,89,1995
Casper,Fantasy|Comedy|Family,1.276005,5.9,561,100,1995
It Takes Two,Comedy|Family|Romance,1.255616,6.1,72,101,1995
Four Rooms,Comedy,1.23489,6.4,293,98,1995
Waterworld,Adventure|Action,1.232098,5.8,557,135,1995
A Goofy Movie,Romance|Animation|Family|Comedy|Adventure,1.210502,6.6,218,78,1995
Ace Ventura: When Nature Calls,Comedy,1.173211,6.0,583,90,1995
The Bridges of Madison County,Drama|Romance,1.173191,6.9,189,135,1995
Leaving Las Vegas,Drama|Romance,1.162695,6.9,184,112,1995
The Net,Crime|Drama|Mystery|Thriller|Action,1.13661,5.6,201,114,1995
A Close Shave,Family|Animation|Comedy,1.115152,7.4,115,30,1995
Johnny Mnemonic,Adventure|Action|Drama|Science Fiction|Thriller,1.085209,5.3,182,97,1995
Desperado,Thriller|Action|Crime,1.077787,6.7,536,104,1995
While You Were Sleeping,Comedy|Drama|Romance,1.068338,6.2,169,103,1995
Outbreak,Action|Drama|Science Fiction|Thriller,1.041497,6.1,249,127,1995
To Die For,Fantasy|Drama|Comedy|Thriller,1.016022,6.4,76,106,1995
Under Siege 2: Dark Territory,Action|Thriller,0.986266,5.6,95,100,1995
Cutthroat Island,Action|Adventure,0.981049,6.1,54,119,1995
Mortal Kombat,Action|Fantasy,0.958991,5.4,229,101,1995
Sense and Sensibility,Drama|Romance,0.947883,7.1,185,136,1995
Billy Madison,Comedy,0.938457,6.2,237,89,1995
Mighty Morphin Power Rangers: The Movie,Action|Adventure|Science Fiction|Family|Fantasy,0.932073,5.3,78,92,1995
Get Shorty,Comedy|Thriller|Crime,0.90178,6.1,139,105,1995
Assassins,Action|Adventure|Crime|Thriller,0.888985,5.8,204,132,1995
The Quick and the Dead,Action|Adventure|Drama|Thriller|Western,0.875995,6.2,221,107,1995
French Kiss,Comedy|Romance,0.829551,6.1,95,111,1995
The Land Before Time III: The Time of the Great Giving,Animation|Adventure|Family,0.826263,6.0,41,71,1995
Dracula: Dead and Loving It,Comedy|Horror,0.823148,5.6,87,88,1995
Copycat,Drama|Thriller,0.808542,6.3,75,124,1995
Tank Girl,Action|Fantasy|Comedy|Science Fiction,0.80759,5.5,64,98,1995
Friday,Comedy|Drama,0.805549,7.0,294,91,1995
Dead Man Walking,Drama,0.804711,7.1,144,122,1995
Crimson Tide,Action|Thriller|Drama,0.788699,6.8,295,116,1995
Showgirls,Drama,0.77385,5.3,101,128,1995
Mighty Aphrodite,Comedy|Romance,0.773291,6.5,61,95,1995
Dead Man,Drama|Fantasy|Western,0.764355,7.0,225,121,1995
A Walk in the Clouds,Drama|Romance,0.760076,6.5,86,103,1995
Father of the Bride Part II,Comedy,0.758379,5.7,82,106,1995
Balto,Family|Animation|Adventure,0.743485,6.9,200,78,1995
Virtuosity,Action|Crime|Science Fiction|Thriller,0.726743,5.4,79,106,1995
The Prophecy,Fantasy|Horror|Thriller,0.705828,5.5,54,98,1995
The Basketball Diaries,Drama|Crime,0.694185,6.9,246,102,1995
Dolores Claiborne,Mystery|Drama|Thriller|Crime,0.684804,7.0,78,132,1995
Money Train,Action|Comedy|Crime,0.673425,5.2,113,103,1995
Powder,Drama|Fantasy|Science Fiction|Thriller,0.67066,6.0,64,111,1995
Rob Roy,Adventure,0.640869,6.2,72,139,1995
"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,0.634082,6.3,50,105,1995
Hackers,Action|Crime|Thriller|Drama,0.623009,6.4,238,107,1995
Grumpier Old Men,Romance|Comedy,0.605081,6.7,45,101,1995
Nixon,History|Drama,0.604331,6.3,30,192,1995
Major Payne,Comedy|Family,0.60312,5.8,76,95,1995
First Knight,Action|Adventure|Drama|Romance,0.602056,5.8,172,134,1995
Boys on the Side,Comedy|Drama,0.592519,5.8,25,115,1995
Halloween: The Curse of Michael Myers,Horror|Thriller,0.578548,5.1,80,88,1995
Fair Game,Action|Thriller|Romance,0.577143,4.1,26,91,1995
The Langoliers,Drama|Horror|Science Fiction|Mystery|Thriller,0.572795,5.9,63,180,1995
Dead Presidents,Action|Crime|Drama|History,0.570524,6.4,30,119,1995
Mallrats,Romance|Comedy,0.552091,6.8,201,94,1995
I.D.,Crime|Drama,0.55207,6.8,13,107,1995
The American President,Comedy|Drama|Romance,0.551631,6.6,104,106,1995
A Little Princess,Drama|Family|Fantasy,0.54766,7.1,99,97,1995
Canadian Bacon,Action|Comedy,0.538475,5.2,16,91,1995
Sabrina,Comedy|Romance,0.537898,6.5,72,127,1995
Strange Days,Crime|Drama|Science Fiction|Thriller,0.526485,6.5,150,145,1995
Living in Oblivion,Drama|Comedy,0.525474,6.9,23,89,1995
Just Cause,Action|Drama|Mystery|Thriller,0.514668,6.1,69,102,1995
Fluke,Fantasy|Drama|Family,0.513548,6.6,24,96,1995
Nick of Time,Crime|Drama|Thriller,0.508901,6.0,91,90,1995
Nine Months,Comedy,0.502955,5.4,82,103,1995
Smoke,Comedy|Drama,0.489975,6.8,41,112,1995
Tommy Boy,Comedy,0.485393,6.8,175,97,1995
Othello,Drama,0.475193,5.6,16,123,1995
Total Eclipse,Drama|Romance,0.473114,6.3,62,111,1995
Bushwhacked,Adventure|Action|Comedy|Crime|Family,0.469383,5.1,15,90,1995
Heavyweights,Comedy|Family|Drama,0.464259,6.1,39,100,1995
Screamers,Horror|Science Fiction,0.460215,5.9,63,108,1995
Senior Trip,Comedy,0.457914,5.7,10,91,1995
Something to Talk About,Comedy,0.452048,5.9,25,106,1995
The Brady Bunch Movie,Comedy,0.450293,5.5,35,84,1995
Kids,Drama|Crime,0.446622,6.7,141,91,1995
Losing Isaiah,Drama,0.443718,6.5,12,106,1995
Free Willy 2 - The Adventure Home,Adventure|Drama|Family,0.428023,5.6,69,95,1995
A Kid in King Arthur's Court,Adventure|Fantasy|Comedy|Science Fiction|Family,0.421018,4.3,20,89,1995
Empire Records,Comedy|Drama,0.41474,6.9,95,90,1995
The Englishman Who Went Up a Hill But Came Down a Mountain,Drama|Comedy|Romance,0.414233,6.1,38,99,1995
Jade,Action|Thriller|Mystery|Romance,0.407454,5.4,22,95,1995
Murder in the First,Crime|Drama,0.405307,6.7,52,122,1995
Crying Freeman,Action|Crime,0.403149,6.3,32,102,1995
Pride and Prejudice,Romance|Drama,0.39972,7.8,89,300,1995
The Cure,Drama|Family,0.398334,7.1,30,97,1995
Tales from the Crypt: Demon Knight,Horror|Comedy|Thriller,0.397516,6.6,41,92,1995
Richard III,Drama|War,0.392875,6.0,23,104,1995
Village of the Damned,Thriller|Horror|Science Fiction,0.3856,5.3,63,99,1995
Vampire in Brooklyn,Comedy|Horror|Romance,0.378093,4.5,45,100,1995
Sudden Death,Action|Adventure|Thriller,0.376857,5.4,85,106,1995
Castle Freak,Thriller|Drama|Horror|Mystery,0.365369,5.3,13,95,1995
Things to Do in Denver When You're Dead,Drama|Crime,0.360204,6.3,26,116,1995
Lord of Illusions,Mystery|Horror|Thriller,0.358694,5.7,31,119,1995
Candyman: Farewell to the Flesh,Horror,0.355338,4.7,25,93,1995
Kiss of Death,Action|Crime|Drama|Thriller,0.352237,5.5,35,101,1995
Circle of Friends,Drama|Family|Romance,0.34562,6.5,17,103,1995
Mad Love,Drama|Family|Romance,0.343325,5.1,11,95,1995
Children of the Corn III: Urban Harvest,Thriller|Horror,0.330105,4.3,17,92,1995
Congo,Action|Adventure|Drama|Mystery|Science Fiction,0.327558,4.8,100,109,1995
The Mangler,Drama|Horror|Science Fiction,0.326003,3.6,19,106,1995
Safe,Drama,0.261562,7.2,17,119,1995
Les Trois Fr̬res,Comedy,0.324339,7.0,54,105,1995
Welcome to the Dollhouse,Comedy|Drama,0.323966,5.9,34,88,1995
Home for the Holidays,Comedy|Drama|Romance,0.264432,6.5,11,103,1995
The Tuskegee Airmen,TV Movie|Drama|History|War,0.319605,5.7,15,106,1995
The Babysitter,Drama|Thriller,0.314238,4.6,14,90,1995
Kicking and Screaming,Comedy|Drama|Romance,0.313647,7.1,16,96,1995
The Big Green,Action|Adventure|Comedy|Family,0.310112,5.4,19,100,1995
The Scarlet Letter,Drama|History|Romance,0.307976,5.3,61,135,1995
Devil in a Blue Dress,Drama|Mystery|Thriller,0.298783,6.1,43,102,1995
Embrace of the Vampire,Horror|Thriller,0.287963,5.4,20,92,1995
Operation Dumbo Drop,Action|Adventure|Comedy|Family,0.287343,4.8,16,107,1995
The Crossing Guard,Drama|Thriller,0.286585,5.8,24,111,1995
Tom and Huck,Action|Adventure|Drama|Family,0.284183,5.7,18,97,1995
The Last Supper,Comedy|Thriller|Crime|Drama,0.283428,6.6,25,92,1995
3 Ninjas Knuckle Up,Adventure|Action|Comedy|Family,0.281576,4.1,14,85,1995
The Addiction,Drama|Horror,0.279794,5.2,15,82,1995
Now and Then,Comedy|Drama|Family,0.275609,6.3,41,100,1995
Citizen X,History|Crime|Drama,0.275559,6.7,25,105,1995
Jury Duty,Action|Comedy|Drama|Thriller,0.269228,3.8,14,88,1995
Problem Child 3,Comedy|Fantasy,0.847782,3.5,16,87,1995
Mr. Holland's Opus,Drama|Family,0.421679,6.8,47,137,1995
Restoration,Drama|Romance,0.25404,6.2,13,117,1995
Far from Home: The Adventures of Yellow Dog,Action|Adventure|Drama|Family,0.252852,6.1,13,87,1995
The Amazing Panda Adventure,Action|Adventure|Drama|Family,0.252843,5.3,12,81,1995
